RideID,DateKey,RideTime,ServiceType,RideStatus,SourceLocation,SourceAreaKey,DestinationLocation,DestAreaKey,DurationMin,DistanceKM,RideCharge,MiscCharge,TotalFare,PaymentMethod
RD3787410108747865,20240811,15:29:29.771041,auto,completed,Pai Layout Harbor,,Kothanur 6th Stage,,67,12.33,857.0,6.13,863.13,Amazon Pay
RD5122914333619812,20240712,01:14:35.771041,bike,cancelled,JP Nagar Nagar,,Banaswadi 3rd Block,,15,26.41,,,,
RD3624073187508547,20240619,21:58:04.771041,parcel,completed,Subramanyapura Commons,,Kadubeesanahalli Grove,,101,11.27,831.74,3.36,835.1,Paytm
RD7457619800918203,20240702,08:41:43.771041,auto,cancelled,Billekahalli Complex,,Marathahalli Quay,,81,41.2,,,,
RD1479441773821060,20240806,21:40:25.771041,cab economy,completed,Marathahalli 4th Stage,,Benson Town Bridge,,107,33.33,571.06,13.53,584.5899999999999,GPay
RD6035595909043601,20240716,23:52:57.771041,bike,completed,Horamavu Zone,,Yelahanka New Town Pointe,,77,29.01,761.36,5.77,767.13,Paytm
RD9154409859425994,20240618,12:59:31.771041,cab economy,completed,Chikka Banaswadi Quadrant,,Arekere Place,,81,34.34,656.06,37.18,693.2399999999999,Amazon Pay
RD4076551710252546,20240813,06:44:30.771041,bike,completed,Benniganahalli Arc,,Avalahalli Pass,,30,42.68,857.82,29.94,887.7600000000001,QR scan
RD9506909001018181,20240813,01:48:48.771041,auto,completed,Horamavu Agara Court,,Hulimavu Enclave,,24,12.46,792.99,36.34,829.33,Paytm
RD5735790969252157,20240816,04:53:29.771041,bike,completed,Sahakar Nagar Woods,,Adugodi Bridge,,43,46.9,323.93,3.88,327.81,Amazon Pay
RD1123864872398143,20240701,17:39:41.771041,auto,completed,Arekere Depot,,VV Puram Promenade,,33,36.76,550.29,30.98,581.27,GPay
RD4732739142570377,20240804,16:49:01.771041,auto,cancelled,Hoodi Depot,,Ramamurthy Nagar 4th Stage,,102,5.25,,,,
RD3767158818445941,20240629,14:21:26.771041,parcel,cancelled,Kothnur View,,Doddaballapur Bay,,60,11.18,,,,
RD4022153927947822,20240618,02:38:21.771041,cab economy,completed,Nelamangala 2nd Block,,HRBR Layout Woods,,20,33.1,53.61,46.73,100.34,Amazon Pay
RD3250283991105722,20240710,16:39:26.771041,parcel,completed,Jalahalli Vista,,Dodda Banaswadi Ridge,,14,24.32,884.06,15.76,899.8199999999999,Amazon Pay
RD3180696241085635,20240721,23:01:20.771041,bike,completed,Doddakannelli Sector,,Kengeri 4th Block,,40,28.95,577.68,5.07,582.75,QR scan
RD2644205425943297,20240721,08:36:15.771041,auto,completed,Rajajinagar 2nd Stage,,Agara Bay,,91,14.33,531.52,49.07,580.59,Amazon Pay
RD4704328634968783,20240809,00:33:01.771041,cab economy,completed,Adugodi Park,,Jakkur Cutting,,16,20.32,878.21,6.15,884.36,Paytm
RD8362194391997044,20240712,16:17:07.771041,auto,completed,Ashok Nagar Terrace,,Basaveshwaranagar Drive,,55,20.1,104.28,41.27,145.55,QR scan
RD8110119510147668,20240630,05:13:20.771041,bike,completed,Kudlu Drive,,Chokkanahalli Layout,,73,20.28,211.0,26.1,237.1,Paytm
RD1326554689707052,20240704,01:51:44.771041,auto,cancelled,Koramangala Alcove,5.0,Naganathapura Commons,,19,48.7,,,,
RD8856540413589746,20240714,07:55:11.771041,bike,completed,Kothanur 6th Block,,Whitefield Ridge,7.0,37,30.75,458.69,41.93,500.62,GPay
RD5065242985480781,20240814,04:57:44.771041,bike,cancelled,HRBR Layout Village,,Arekere Side,,101,25.28,,,,
RD8753753768765204,20240728,12:20:07.771041,auto,completed,Varthur Boulevard,,Nelamangala Square,,13,19.62,680.96,22.63,703.59,Amazon Pay
RD2950420413653921,20240727,16:09:23.771041,auto,cancelled,Bagalur Cove,,Kalyan Nagar Farms,,59,35.7,,,,
RD8334073104763403,20240723,09:16:50.771041,cab economy,cancelled,Byatarayanapura 3rd Block,,Dasarahalli Pier,,37,10.04,,,,
RD3287621681492080,20240703,12:43:26.771041,auto,completed,Kudlu Gate Pier,,Banaswadi Quarry,,45,32.12,272.95,13.6,286.55,QR scan
RD6662559297173067,20240804,01:11:20.771041,auto,completed,Arekere Run,,Kaggalipura Quay,,85,15.12,644.51,1.21,645.72,GPay
RD7180064471618108,20240623,22:58:18.771041,parcel,completed,Munnekollal Road,,Vasanth Nagar 3rd Block,,102,26.17,736.37,35.36,771.73,Paytm
RD7941004672087467,20240619,22:44:10.771041,parcel,completed,Basaveshwaranagar Passage,,Adugodi Bridge,,25,21.75,205.52,25.13,230.65,GPay
RD7707097785762842,20240727,13:53:49.771041,bike,completed,Hebbal Way,2.0,Marathahalli Quay,,109,33.55,97.13,38.66,135.79,QR scan
RD5340324355720039,20240630,14:51:42.771041,parcel,completed,Bellandur Sector,,Kudlu Gate Square,,31,34.66,180.17,7.15,187.32,Amazon Pay
RD8833821854889915,20240627,15:42:42.771041,bike,completed,Dommasandra Cut,,Banashankari Plaza,,37,23.95,116.03,7.8,123.83,Amazon Pay
RD8531680207750329,20240707,21:36:16.771041,bike,cancelled,Rajajinagar Pointe,,Banashankari 4th Stage,,46,33.9,,,,
RD8884751028528949,20240621,23:05:13.771041,bike,completed,Chikka Banaswadi Park,,Kothanur Viewpoint,,114,31.77,959.73,32.52,992.25,Paytm
RD1171583515536378,20240718,08:46:15.771041,auto,completed,Chikka Banaswadi Colony,,Nagasandra Cove,,41,2.7,300.07,46.39,346.46,Paytm
RD3108460792534604,20240808,19:45:38.771041,bike,completed,Basavanagudi Place,,MG Road Road,,87,32.71,60.94,38.15,99.09,Amazon Pay
RD1981160868869371,20240805,18:52:07.771041,bike,completed,Mahalakshmi Layout Yard,,Chikkabellandur District,,71,22.83,103.07,8.04,111.11,GPay
RD9086933988508598,20240731,08:22:51.771041,auto,completed,Sahakar Nagar Alcove,,VV Puram Village,,86,27.71,963.89,19.78,983.67,QR scan
RD1439158928673918,20240710,17:55:52.771041,bike lite,cancelled,Bhuvaneshwari Nagar Dam,,Chokkanahalli View,,29,6.11,,,,
RD0949902055468206,20240622,22:41:26.771041,bike,completed,Babusapalya Township,,Kalena Agrahara Lane,,14,28.48,966.42,6.0,972.42,Paytm
RD7816596373051417,20240618,23:18:20.771041,auto,completed,Electronic City Track,1.0,Chikkalasandra Lane,,31,1.34,261.41,13.45,274.86,Paytm
RD3861502536227407,20240704,09:49:39.771041,cab economy,completed,Agrahara Layout 3rd Block,,Avalahalli Quarters,,15,16.36,413.23,49.14,462.37,QR scan
RD9485175770356191,20240719,13:05:05.771041,bike lite,completed,Munnekollal Colony,,Attibele Cut,,97,43.25,933.86,5.58,939.44,GPay
RD3441295314679615,20240705,21:55:17.771041,auto,completed,Ganganagar Quay,,Amruthahalli Complex,,80,29.36,685.68,49.49,735.17,Paytm
RD8585683972163886,20240716,08:01:17.771041,auto,completed,Byatarayanapura Cove,,Bagalur Esplanade,,62,30.29,99.31,3.06,102.37,Paytm
RD3955622224096430,20240708,07:12:15.771041,cab economy,completed,Vijayanagar Loop,,Arekere Road,,73,30.4,821.19,46.56,867.75,Amazon Pay
RD1718785334952900,20240628,22:42:24.771041,cab economy,completed,Vasanth Nagar Sector,,Peenya Trail,,59,39.97,682.85,48.77,731.62,GPay
RD2502319832068608,20240722,05:38:29.771041,parcel,completed,Basaveshwaranagar Zone,,BTM 2nd Stage Harbor,,13,22.3,72.52,4.22,76.74,Paytm
RD8903596170508958,20240707,05:48:46.771041,bike,completed,Sonnenahalli Passage,,MG Road Pointe,,47,13.37,692.52,32.91,725.43,Amazon Pay
RD4075405015941694,20240624,01:42:36.771041,parcel,completed,HRBR Layout 4th Block,,Billekahalli 2nd Block,,67,20.94,58.74,39.57,98.31,QR scan
RD9138651111487396,20240706,09:39:28.771041,bike,completed,Mysore Road Quarters,,HRBR Layout Woods,,93,2.94,799.91,45.73,845.64,GPay
RD4971013163127746,20240805,17:55:13.771041,bike,completed,Kothanur Nagar,,Hosur Road Harbor,,88,18.9,158.57,24.15,182.72,QR scan
RD6787108061577204,20240806,01:20:10.771041,parcel,completed,Dooravani Nagar Arc,,Harohalli Ridge,,118,41.78,268.16,41.26,309.42,Paytm
RD8090925264101526,20240806,18:12:52.771041,bike,cancelled,Kasturi Nagar Cutting,,Ramamurthy Nagar Esplanade,,78,18.98,,,,
RD8362005753626074,20240712,01:53:23.771041,auto,completed,Tavarekere Pointe,,Horamavu Quarters,,53,1.62,578.29,5.04,583.3299999999999,QR scan
RD7850202649978537,20240730,15:34:26.771041,parcel,completed,Kalyan Nagar Township,,Hulimavu 3rd Stage,,102,43.59,590.49,33.16,623.65,QR scan
RD2064115662038679,20240704,13:26:58.771041,cab economy,completed,Hennur 5th Block,,Anjanapura Ridge,,62,20.64,523.12,8.37,531.49,Paytm
RD4733662916941274,20240809,14:13:21.771041,bike,completed,Kasturi Nagar Zone,,Dodda Banaswadi Quadrant,,20,43.47,142.81,30.03,172.84,QR scan
RD3305331094239851,20240618,17:00:47.771041,bike,completed,RMV 2nd Stage Promenade,,Jayanagar Terrace,4.0,86,39.13,205.88,44.29,250.17,QR scan
RD9224323441507479,20240727,21:39:01.771041,bike,completed,Kudlu Gate Cut,,Bellandur Outer Ring Road Fork,,79,19.07,748.68,28.64,777.3199999999999,GPay
RD6011090113278849,20240621,15:14:34.771041,cab economy,completed,Ganganagar Heights,,Kasturi Nagar Village,,31,10.95,622.19,0.68,622.87,QR scan
RD2093224734067985,20240716,05:42:18.771041,cab economy,completed,RMV 2nd Stage Boulevard,,Basaveshwaranagar Layout,,48,42.8,98.26,25.39,123.65,Paytm
RD3225702876616288,20240721,14:30:26.771041,auto,completed,Dooravani Nagar 2nd Block,,Kanakapura Extension,,45,1.47,164.25,32.48,196.73,GPay
RD7105646488972038,20240618,07:07:47.771041,cab economy,completed,Hulimavu Boulevard,,RT Nagar Estate,,113,28.8,895.63,4.5,900.13,QR scan
RD4892122060575590,20240816,09:53:30.771041,bike lite,completed,Doddakannelli 5th Stage,,Kundalahalli Grove,,41,36.39,944.88,26.54,971.42,Amazon Pay
RD1309560829311570,20240705,02:34:42.771041,auto,cancelled,Balagere Vista,,Agrahara Layout Close,,56,26.13,,,,
RD7981056356762367,20240710,20:51:31.771041,parcel,completed,Bellandur Outer Ring Road Plaza,,Jayanagar Summit,4.0,98,10.8,386.04,46.61,432.65,GPay
RD2755314957156029,20240712,01:34:06.771041,bike,completed,Banerghatta Road Track,,Horamavu Banaswadi Cove,,64,38.89,437.82,24.69,462.51,GPay
RD2511961417415581,20240712,08:11:46.771041,bike,completed,Dr. Shivaram Karanth Nagar Trail,,Anekal View,,90,15.5,836.51,9.93,846.4399999999999,Amazon Pay
RD4285417239545260,20240713,00:58:06.771041,cab economy,completed,Koramangala Park,5.0,Sahakar Nagar Park,,110,29.53,816.76,26.14,842.9,Paytm
RD0852201638194038,20240811,02:18:12.771041,bike lite,completed,Mysore Road Valley,,Ramamurthy Nagar Harbor,,21,46.85,424.23,34.8,459.03,Paytm
RD1677053262134222,20240804,14:18:51.771041,parcel,completed,Ganganagar Works,,Munnekollal 1st Stage,,100,4.39,531.59,8.58,540.1700000000001,QR scan
RD9076759079652432,20240718,14:31:54.771041,bike,completed,Dasarahalli Township,,Kothanur Garden,,39,49.68,348.01,36.96,384.97,QR scan
RD8513705725091043,20240802,21:23:56.771041,bike lite,completed,Kothnur Quay,,Banerghatta Road Quay,,118,43.53,361.31,42.0,403.31,GPay
RD1371223404671020,20240714,05:27:48.771041,auto,completed,Hennur Road Grove,,Avalahalli Promenade,,78,8.03,238.89,2.13,241.02,QR scan
RD2700182426196067,20240716,04:12:42.771041,bike,completed,Hennur 3rd Stage,,Nandini Layout Loop,,52,6.9,775.63,41.83,817.46,Amazon Pay
RD9493545944347847,20240722,14:04:06.771041,auto,completed,Kasturi Nagar Village,,Koramangala 4th Block Meadows,5.0,102,21.16,93.54,1.2,94.74,Paytm
RD9956142324021810,20240701,09:03:11.771041,bike,completed,Kadugodi Township,,RT Nagar 3rd Stage,,117,33.05,806.8,12.76,819.56,Paytm
RD8123408784336686,20240628,10:39:19.771041,auto,completed,Bommanahalli 2nd Block,,Dasarahalli Landing,,60,37.14,222.99,8.71,231.7,GPay
RD2061501520372858,20240720,15:14:24.771041,parcel,cancelled,HRBR Layout Pass,,Nayandahalli Mews,,15,32.36,,,,
RD5073961549297527,20240617,17:27:53.771041,parcel,completed,Doddanekundi Esplanade,,Jakkasandra Terrace,,94,49.84,195.36,35.6,230.96,Paytm
RD4119073228892455,20240811,17:29:31.771041,cab economy,completed,Chokkanahalli 4th Block,,Kundalahalli Depot,,99,20.61,225.64,7.18,232.82,Amazon Pay
RD2076449164566287,20240724,20:16:55.771041,auto,completed,Koramangala 8th Block Passage,5.0,Dooravani Nagar Meadows,,73,40.72,98.54,34.99,133.53,Amazon Pay
RD4447154030438161,20240727,13:49:28.771041,cab economy,completed,Sarjapur Farms,,Vidyaranyapura Viewpoint,,113,43.53,381.86,38.33,420.19,GPay
RD8581648701006319,20240623,10:08:54.771041,auto,completed,Sahakar Nagar Promenade,,Ramamurthy Nagar Yard,,41,23.98,212.19,43.91,256.1,GPay
RD1108811329598376,20240725,15:58:47.771041,cab economy,cancelled,Gottigere Plaza,,Arekere Ridge,,49,15.7,,,,
RD4272236704133398,20240811,09:28:00.771041,cab economy,cancelled,Benson Town Extension,,Nelamangala 5th Stage,,100,47.13,,,,
RD5106649733914053,20240805,02:35:05.771041,cab economy,completed,Vasanth Nagar Meadows,,Chikkalasandra Pass,,49,43.62,739.4,35.15,774.55,QR scan
RD1165974271155491,20240802,21:10:07.771041,auto,completed,RT Nagar Drive,,Hosur Sarjapur Road Layout Quadrant,,82,8.32,275.68,26.76,302.44,Paytm
RD0623664338278858,20240714,18:46:24.771041,cab economy,completed,Magadi Road Layout,,Jakkasandra Garden,,86,49.68,486.5,41.13,527.63,Paytm
RD1129862054648747,20240724,23:22:52.771041,auto,completed,Babusapalya Estate,,Horamavu Banaswadi Extension,,17,3.27,396.93,14.2,411.13,GPay
RD3266125880111418,20240710,23:24:14.771041,cab economy,completed,Banashankari Plaza,,Munnekollal Cove,,119,2.47,721.15,12.34,733.49,QR scan
RD1111197561591601,20240731,10:27:43.771041,auto,completed,Sahakar Nagar Alley,,Koramangala 4th Block 1st Block,5.0,77,34.44,970.56,29.96,1000.52,Paytm
RD1922791136089986,20240816,16:00:12.771041,parcel,completed,Dasarahalli Square,,Kodigehalli 3rd Block,,115,41.06,557.2,17.03,574.23,GPay
RD5445766333880429,20240722,07:30:27.771041,auto,completed,Koramangala 7th Block Commons,5.0,Devarachikkanahalli 1st Stage,,27,5.69,698.84,38.54,737.38,QR scan
RD1432823465472097,20240706,05:18:18.771041,auto,completed,Chikkalasandra Pass,,Banashankari Garden,,11,32.83,652.31,10.24,662.55,Amazon Pay
RD7208284011430709,20240722,20:13:29.771041,cab economy,completed,Subramanyapura Extension,,Kengeri Alley,,97,30.17,411.79,39.63,451.42,GPay
RD1528309005208229,20240729,11:27:36.771041,parcel,completed,Srirampura Place,,BTM Layout Complex,,20,46.57,73.48,33.6,107.08,GPay
RD0913388694456293,20240623,07:22:28.771041,bike lite,cancelled,Sadashiva Nagar Woods,,Nagarbhavi Boulevard,,83,31.69,,,,
RD4682800648410320,20240622,19:47:05.771041,auto,completed,Kothanur Arcade,,BTM 2nd Stage Ridge,,62,6.64,505.93,36.49,542.42,Amazon Pay
RD3622423422662464,20240801,16:03:21.771041,bike,completed,Hosur Sarjapur Road Layout Station,,Sanjay Nagar Alley,,93,2.26,792.96,36.05,829.01,QR scan
RD1059571599229143,20240625,21:42:11.771041,auto,completed,Balagere Arcade,,HRBR Layout Commons,,99,15.84,962.97,49.69,1012.66,Paytm
RD6518476497017780,20240723,17:07:22.771041,auto,completed,Bikasipura Quarry,,Mahadevapura Commons,,106,41.56,678.86,20.79,699.65,QR scan
RD9689096162624328,20240709,22:38:35.771041,parcel,completed,Kanaka Nagar Square,,Rajarajeshwari Nagar Summit,,33,15.54,937.36,12.51,949.87,QR scan
RD8163884022581706,20240813,06:40:44.771041,auto,completed,Mahalakshmi Layout Alley,,Giri Nagar Loop,,33,15.62,501.77,33.44,535.21,Paytm
RD1167038701837276,20240701,09:15:09.771041,auto,completed,RMV 2nd Stage 1st Block,,RT Nagar Side,,10,25.14,509.51,20.75,530.26,Amazon Pay
RD8699603565005222,20240718,03:47:50.771041,cab economy,cancelled,Hoodi Depot,,Hulimavu Plaza,,21,39.65,,,,
RD4074765847802040,20240704,14:02:22.771041,bike,completed,Vidyaranyapura Heights,,Rachenahalli Dam,,112,37.78,903.7,47.49,951.19,Amazon Pay
RD5977363729454459,20240629,14:17:19.771041,cab economy,completed,Magadi Road Bay,,Kanakapura Grove,,76,13.24,425.12,4.22,429.34,Amazon Pay
RD7294289423267072,20240618,00:28:18.771041,cab economy,completed,Banashankari Hills,,Bhuvaneshwari Nagar View,,21,9.28,654.19,39.12,693.3100000000001,QR scan
RD2872358800712108,20240708,20:34:43.771041,auto,completed,Kengeri Trail,,MG Road Park,,108,25.26,90.76,44.11,134.87,GPay
RD5901128012526306,20240720,00:12:48.771041,bike,completed,RT Nagar Trail,,Dasarahalli 6th Block,,79,5.8,132.05,19.23,151.28,QR scan
RD4226895671816589,20240815,13:26:16.771041,auto,cancelled,Kothnur Bay,,Yelahanka Track,,30,19.73,,,,
RD4316158573421451,20240726,20:44:46.771041,bike,completed,Nelamangala Harbor,,Avalahalli Quarry,,58,47.73,331.53,2.57,334.1,Amazon Pay
RD4949978701897201,20240724,15:17:03.771041,bike lite,completed,Hosur Road Square,,Hoodi 6th Block,,85,44.9,843.99,22.36,866.35,GPay
RD4040423625733986,20240715,12:37:27.771041,bike,completed,Horamavu Agara Quarters,,Chikkajala 5th Stage,,69,3.73,495.32,34.61,529.93,Amazon Pay
RD9747915574002434,20240712,19:02:20.771041,cab economy,completed,Bellandur Fields,,Dooravani Nagar Pass,,84,22.48,729.34,32.41,761.75,GPay
RD0926111660890400,20240623,16:52:18.771041,cab economy,cancelled,Agrahara Layout Garden,,JP Nagar View,,37,1.25,,,,
RD1083722352203084,20240621,09:37:31.771041,parcel,completed,Kaval Byrasandra 5th Stage,,Peenya Vista,,80,40.47,120.97,33.37,154.34,QR scan
RD5716379387035982,20240702,12:41:43.771041,parcel,completed,Banaswadi Court,,Agara Park,,91,43.49,178.81,41.15,219.96,Paytm
RD1770233114977846,20240816,13:02:22.771041,bike,completed,Mahalakshmi Layout Bay,,Doddaballapur Esplanade,,81,15.53,204.93,15.51,220.44,Amazon Pay
RD0271981118502553,20240617,22:29:13.771041,auto,cancelled,Kadugodi Colony,,Yelahanka Close,,81,39.51,,,,
RD3964746986479378,20240808,18:33:33.771041,bike,completed,RT Nagar Terrace,,Bikasipura Place,,20,27.24,534.9,41.89,576.79,Amazon Pay
RD7575408554778900,20240709,14:37:13.771041,bike,completed,Hosur Sarjapur Road Layout Area,,Frazer Town Passage,,52,41.13,118.13,20.21,138.34,QR scan
RD2069753916097253,20240813,10:06:43.771041,auto,completed,Kothnur Fork,,Thanisandra Summit,,77,44.23,573.71,27.49,601.2,GPay
RD3767601212847535,20240724,08:43:57.771041,auto,completed,Dommasandra Summit,,Malleshwaram 4th Stage,,32,31.23,436.11,24.79,460.9,Paytm
RD5534913973474002,20240626,18:35:50.771041,auto,completed,Ramamurthy Nagar View,,Koramangala 7th Block Ridge,5.0,89,13.79,239.43,11.73,251.16,GPay
RD7225696714072727,20240716,22:34:35.771041,bike,completed,HSR Layout Vista,,Ulsoor Estate,,57,47.13,107.72,13.17,120.89,Amazon Pay
RD8205888731700007,20240711,06:29:52.771041,parcel,completed,Begur Layout,,Banaswadi Layout,,82,36.9,596.54,25.34,621.88,Paytm
RD3156443848953300,20240728,03:33:55.771041,bike,completed,Agrahara Layout Complex,,Dooravani Nagar Grove,,79,7.36,686.37,45.4,731.77,QR scan
RD8080344908332326,20240621,08:37:39.771041,parcel,completed,Kudlu Gate Complex,,Whitefield Alley,7.0,106,12.77,916.91,33.9,950.81,Paytm
RD4241956390512747,20240708,15:30:12.771041,cab economy,completed,Banaswadi District,,Nagasandra Arc,,86,18.31,369.38,21.06,390.44,Paytm
RD0930291400175548,20240813,01:42:02.771041,parcel,completed,Horamavu Agara Close,,Indiranagar 4th Stage,3.0,90,9.02,892.78,24.24,917.02,Paytm
RD9169103544998502,20240804,12:18:34.771041,bike lite,cancelled,Kanaka Nagar District,,Mahadevapura Fields,,11,8.65,,,,
RD8977169065833512,20240705,14:28:14.771041,parcel,completed,Gottigere Fork,,Chikkagubbi Crescent,,45,46.66,973.13,29.9,1003.03,GPay
RD0078420760058067,20240713,12:06:02.771041,cab economy,cancelled,Shivaji Nagar Harbor,,Billekahalli Arc,,52,33.29,,,,
RD9440949249271252,20240629,08:25:14.771041,bike,completed,Jayanagar Hills,4.0,Hoodi Meadows,,18,24.26,505.46,34.82,540.28,Paytm
RD1695700185371602,20240731,22:43:30.771041,auto,completed,Chikkabellandur Square,,Kengeri Fork,,47,12.38,283.43,47.97,331.4,Amazon Pay
RD2455404253507866,20240714,14:52:11.771041,parcel,completed,Nayandahalli Quarters,,Hulimavu Arcade,,32,38.71,711.36,19.73,731.09,QR scan
RD3794603633935326,20240809,00:02:10.771041,cab economy,completed,Chikkabellandur 2nd Stage,,Nayandahalli Quarters,,108,30.55,762.97,0.25,763.22,GPay
RD6508867346384472,20240715,12:44:51.771041,parcel,completed,Ramnagar Pass,,Vidya Vihar Terrace,,39,24.93,129.08,17.22,146.3,GPay
RD6368927615671429,20240808,22:06:51.771041,cab economy,completed,VV Puram Boulevard,,Babusapalya Lane,,101,35.25,515.61,48.67,564.28,GPay
RD2126576457433761,20240725,09:04:12.771041,parcel,completed,Kudlu Gate Nagar,,Nagasandra Village,,113,37.87,534.9,42.7,577.6,Amazon Pay
RD7764528667759422,20240625,09:17:06.771041,parcel,cancelled,Doddakannelli Ridge,,ITI Layout Cove,,37,29.98,,,,
RD9412824627284868,20240816,04:08:06.771041,cab economy,completed,Begur Arcade,,Rajarajeshwari Nagar Valley,,96,29.27,776.72,36.33,813.0500000000001,Paytm
RD4500880439121385,20240723,22:30:14.771041,cab economy,cancelled,KR Puram Estate,,Bellandur Outer Ring Road Crescent,,103,29.54,,,,
RD7157780652535086,20240809,23:28:10.771041,parcel,cancelled,ITI Layout Loop,,Rachenahalli Colony,,93,43.92,,,,
RD4920515361027962,20240703,18:20:13.771041,bike,completed,Avalahalli Area,,Koramangala 4th Block Way,5.0,54,11.35,235.87,11.83,247.7,QR scan
RD1071224370378501,20240808,23:36:02.771041,auto,completed,Chandra Layout Nagar,,Kasavanahalli 6th Stage,,104,46.6,82.34,15.56,97.9,GPay
